編號,設施地點（戶外或室內）,名稱,行政區,地址,經度,緯度,市話,分機,手機,其他聯絡方式,開放時間,電風扇,冷氣,廁所,座位,飲水設施（例如：飲水機；直飲台；奉茶點等）,無障礙座位,其他特色及亮點,備註
321,戶外,線形公園17號(北投),北投區,捷運明德站北-石牌站南段(界線：致遠一路1段46巷-東陽街),121.5175444,25.11161367,(02)28805456,,,,24小時,N,N,N,Y,N,N,高架橋下，設有兒童遊戲場及體健設施,
322,戶外,線形公園19號(北投),北投區,捷運石牌站北-唭哩岸站南段(界線：石牌路-致遠二路),121.5140092,25.11685775,(02)28805456,,,,24小時,N,N,N,Y,N,N,高架橋下，設有兒童遊戲場及體健設施,
323,戶外,線形公園22號(北投),北投區,捷運石牌站北-唭哩岸站南段(界線：致遠三路-立農街1段385巷),121.5084766,25.1204104,(02)28805456,,,,24小時,N,N,N,Y,N,N,高架橋下，設有兒童遊戲場及體健設施,
324,戶外,線形公園25號(北投),北投區,捷運唭哩岸站北-磺港溪南段(界線：公館路-磺港溪)  ,121.5025044,25.1221073,(02)28805456,,,,24小時,N,N,N,Y,Y,N,高架橋下，設有兒童遊戲場及體健設施,直飲台
325,戶外,線形公園 奇岩-北投,北投區,中央南路-大興街,121.500199,25.129687,(02)28832130,,,,24小時,N,N,N,Y,N,N,高架橋下,
326,戶外,線形公園 北投-新北投,北投區,豐年路-中央北路,121.4974,25.13568257,(02)28832130,,,,24小時,N,N,N,Y,N,N,高架橋下,
327,戶外,線形公園 北投-復興崗,北投區,中央北路二段257巷口,121.490648,25.137387,(02)28832130,,,,24小時,N,N,N,Y,N,N,高架橋下,
328,戶外,線形公園 復興崗-忠義-關渡,北投區,中央北路三段118巷口-四段404巷口,121.4828749,25.13690217,(02)28832130,,,,24小時,N,N,N,Y,N,N,高架橋下,
329,戶外,線形公園 大業路527巷,北投區,大業路527巷,121.486129,25.135198,(02)28832130,,,,24小時,N,N,N,Y,N,N,高架橋下,
330,戶外,北投公園,北投區,光明路及中山路旁,121.50623,25.13637,(02)28977682,,,,8:00-21:00,Y,Y,Y,Y,Y,Y,,直飲台
331,戶外,榮富公園-遊戲場,北投區,榮華三路及榮華一路交叉口,121.52468,25.11473,(02)28832130,,,,24小時,N,N,Y,Y,N,N,,
332,戶外,陽明公園,北投區,湖山路二段26號,121.5400938,25.1592908,(02)28616361,,,,24小時,N,N,Y,Y,N,N,,
333,戶外,前山1號公園,北投區,建國街4號,121.548643,25.15085007,(02)28616361,,,,24小時,N,N,Y,Y,Y,N,,直飲台
334,戶外,前山2號公園,北投區,建國街7-1號,25.15033,121.548324,(02)28616361,,,,24小時,N,N,N,Y,N,N,公園內設有男公共浴室(am05:30~18:00)、女公共浴室(06:00~18:30),
335,戶外,前山4公園公園,北投區,陽明山湖山路、勝利街交口,25.152155,121.546641,(02)28616361,,,,24小時,N,N,Y,Y,N,N,,
336,戶外,榮富公園,北投區,榮華三路及磺溪旁(過天母橋),121.5247269,25.1142292,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
337,戶外,榮華公園,北投區,明德路150巷22號對面,121.5219879,25.11054993,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
338,戶外,石牌公園,北投區,石牌路一段39巷及石牌路一段39巷120弄交叉口,121.5103607,25.11635971,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
339,戶外,立農公園,北投區,"承德路七段,吉利街交叉口",121.5035095,25.11878967,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
340,戶外,軟橋公園,北投區,文林北路53巷內,121.517613,25.103102,(02)28832130,,,,24小時,N,N,N,Y,N,N,,
341,戶外,福星公園,北投區,承德路6段、文林北路交口,121.512431,25.108836,(02)28832130,,,,24小時,N,N,N,Y,N,N,,
342,戶外,復興公園,北投區,珠海路、中和街、復興一路所圍範圍,121.5032272,25.1396904,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
343,戶外,七虎公園,北投區,育仁路106號,121.5020599,25.13649941,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
344,戶外,七星公園,北投區,七星街旁,121.5030212,25.13661957,(02)28832130,,,,24小時,N,N,Y,Y,N,N,公園內設有手湯(星川亭),
345,戶外,北投公園(三),北投區,中山路5一7號附近,121.5047302,25.13656044,(02)28832130,,,,24小時,N,N,N,Y,N,N,,
346,戶外,磺港公園,北投區,"磺港路, 大興路交叉口",121.5040665,25.13067055,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
347,戶外,承德吉利人行天橋,北投區,承德路七段、吉利街口,121.503347,25.117916,(02)87913835,,,,24小時,N,N,N,N,N,N,,
348,戶外,貴子坑水土保持教學園區,北投區,秀山路161號,121.4937104,25.15184766,(02)28932824,,,,24小時,N,N,Y,Y,Y,N,,
349,室內,陽明公園服務中心,北投區,湖山路二段26號,121.5400938,25.1592908,(02)28616361,,,,8:00-17:00,Y,Y,Y,Y,Y,N,,飲水機
350,室內,北投中心新村,北投區,新民路22巷9號,121.5074483,25.13911805,(02)28910804,,,,每週二–週日，10:00–18:00,Y,Y,Y,Y,Y,N,,每週一休館
351,室內,北投中繼市場,北投區,磺港路33號,121.50374,25.13396,(02)28945380,,,,5:00-17:00,N,Y,Y,Y,N,N,,
352,室內,北投區行政中心,北投區,立功街9號11樓,121.468858,25.124538,(02)28912105,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,9月1日起對外開放
353,室內,北投公民會館,北投區,中山路5-7號,121.5101,25.13793,(02)28974760,,,,週二至週日9:00-17:00；週一休館,Y,Y,Y,Y,Y,N,,
354,室內,凱達格蘭文化館,北投區,中山路3-1號,121.505768,25.137134,(02)28986500,,,,周二~周日9:00-17:00,Y,Y,Y,Y,Y,Y,,
355,室內,圖書館北投分館,北投區,光明路251號,25.13641,121.50641,(02)28977682,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
356,室內,圖書館稻香分館,北投區,稻香路81號7-9樓,121.489325,25.140935,(02)28940662,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
357,室內,圖書館石牌分館,北投區,明德路208巷5號3-10樓,121.5226165,25.11330255,(02)28239634,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
358,室內,圖書館清江分館,北投區,公館路198號3樓,121.5069052,25.12759077,(02)28960315,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y, ,位處空曠地帶，附近有4座大型公園及1座水池,國定假日、每月第一個星期四為休館日
359,室內,圖書館吉利分館,北投區,立農街一段366號5-8樓,121.508434,25.119252,(02)28201633,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
360,室內,永明民眾閱覽室,北投區,石牌路2段115號7-8樓,121.51751,25.11837,(02)228234141,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
361,室內,秀山民眾閱覽室,北投區,中和街534號5-9樓,121.493174,25.145579,(02)28921475,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
362,戶外,泉源公園溫泉泡腳池園區,北投區,臺北市北投區珠海路155號(義方國小)正對面,121.5095499,25.14172788,,,0916872265,,暫停開放,N,N,Y,Y,暫停開放,N,,溫泉泡腳池園區內
363,戶外,復興公園溫泉泡腳池園區,北投區,臺北市北投區中和街61號對面,121.5022097,25.13873576,,,0916872265,,8:00-20:00,N,N,N,Y,Y,N,可泡溫泉,溫泉泡腳池園區內
364,戶外,硫磺谷溫泉泡腳池園區,北投區,臺北市北投區泉源路77號斜對面，陽明山國家公園硫磺谷遊憩區內,121.5219435,25.14354903,,,0916517613,,8:00-20:00,N,N,Y,Y,Y,N,可泡溫泉,溫泉泡腳池園區內
365,戶外,新奇岩社會住宅公共空間,北投區,磺港路271號,121.5034,25.12317,(02)25925116,,,,24小時,N,N,N,N,N,N,,
366,室內,北投運動中心,北投區,石牌路1段39巷100號,121.5098209,25.11666582,(02)28202880,,,,6:00-22:00,Y,Y,Y,Y,Y,N,製冰機,
367,戶外,民權公園,松山區,民權東路四段180號,121.559187,25.061651,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,
368,戶外,民權公園-遊戲場,松山區,富錦街359巷2弄，民權國小旁,121.5574804,25.06132299,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
369,戶外,三民公園-遊戲場,松山區,三民路，撫遠街298號,121.5671566,25.06149665,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
370,戶外,富民公園-遊戲場,松山區,新東街41之7號,121.5636831,25.05999297,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
371,戶外,民生公園-遊戲場,松山區,民生東路五段36巷4弄與8弄間,121.5581954,25.05698082,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
372,戶外,松基公園-遊戲場,松山區,興安街174巷旁,121.545097,25.05520308,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
373,戶外,富錦一號公園-遊戲場,松山區,民生東路5段85號旁,121.55898,25.05904,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
374,戶外,富錦三號公園-遊戲場,松山區,民生東路5段69巷4弄11號旁,121.55891,25.06032,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
375,戶外,新中公園-遊戲場,松山區,新中街與富錦街口,121.56075,25.06057,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
376,戶外,婦聯公園-遊戲場,松山區,延壽街330巷20弄,121.55962,25.0548,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
377,戶外,撫遠公園-遊戲場,松山區,撫遠街367巷至389巷底,121.56714,25.06482,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
378,戶外,西松公園-遊戲場,松山區,三民路、健康路口,121.56408,25.05382,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
379,戶外,吉祥公園-遊戲場,松山區,八德路4段245巷52弄至56弄間,121.56418,25.05065,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
380,戶外,觀山河濱公園沙坑(設有遮陽網),松山區,基六號(塔悠)疏散門,121.569283,25.066647,(02)27126390,,,,24小時,N,N,Y,Y,N,N,,
381,室內,藝文大樓 一到二樓展覽空間,松山區,臺北市松山區八德路3段25號,121.551805,25.04846063,(02)24558981,,,,每週二–週日，9:00–21:00,N,Y,Y,Y,Y,N,,每週一休館
382,室內,北水處東區營業分處服務台,松山區,光復北路266號,121.554703,25.059177,(02)87703389,,,,8:30-17:30,N,Y,Y,Y,Y,N,,
383,室內,中崙市場,松山區,八德路三段76號,121.55272,25.04794,(02)25773545,,,,"1樓：
6:00-12:30                                                                              
2樓：
10:00-22:30",Y,Y,Y,Y,N,N,,
384,室內,松山市場,松山區,八德路四段679號,121.57614,25.05039,(02)27602776,,,,7:00-12:00,Y,N,Y,N,N,N,,
385,室內,南松市場,松山區,塔悠路40號,121.57092,25.05102,(02)27493708,,,,6:00-17:00,Y,N,Y,N,N,N,,
386,室內,龍城市場,松山區,光復北路190巷39號,121.55413,25.05493,(02)25460702,,,,7:00-14:00,N,Y,Y,N,N,N,,
387,室內,松山區行政中心,松山區,八德路四段692號7樓,121.5773182,25.04986402,(02)87878787,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
388,室內,臺北小巨蛋商店街,松山區,南京東路四段2號,121.55016,25.050851,(02)25783536,,,,5:00-22:00,N,Y,Y,Y,Y,N,提供便利商店及餐飲服務。,
389,室內,圖書館民生分館,松山區,敦化北路199巷5號4樓,121.55158,25.05725,(02)27138083,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
390,室內,圖書館三民分館,松山區,民生東路五段163-1號5-6樓,121.56278,25.05969,(02)27600408,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
391,室內,圖書館中崙分館,松山區,長安東路2段229號7-10樓,121.5458956,25.0485317,(02)87736858,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",N,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
392,室內,圖書館啟明分館,松山區,敦化北路155巷76號,121.551527,25.0548557,(02)25148443,,,,9：00-17：00,N,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
393,室內,松山機場智慧圖書館,松山區,敦化北路338號地下1樓,121.551881,25.0633882,(02)27138083,,,,6:00-0:00,N,Y,N,Y,N,N,,依捷運站開放
394,戶外,健康社會住宅公共空間,松山區,健康路285號,121.564,25.05436,(02)25925116,,,,24小時,N,N,N,N,N,N,,
395,室內,松山運動中心,松山區,敦化北路1號,121.5503847,25.04857922,(02)77555058,,,,6:00-22:00,Y,Y,Y,Y,Y,N,,
396,室內,臺北網球場,松山區,南京東路四段6號1樓,121.551503,25.05158915,(02)25795349,,,,6:00-22:00,Y,Y,Y,Y,Y,N,,
397,戶外,三民公園游泳池,松山區,撫遠街298號,121.587137,25.064236,(02)87876527,,,,5:30-21:30,Y,Y,Y,Y,Y,N,,
398,室內,臺北體育館,松山區,南京東路四段10號,121.5519896,25.05135877,(02)25702330,,,,8:00-22:00,N,Y,Y,Y,Y,Y,,
399,戶外,永春崗公園,信義區,松山路656巷2號旁,121.57765,25.03148,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
400,戶外,永春崗公園-遊戲場,信義區,松山路656巷2號旁,121.57119,25.03159,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
401,戶外,松德公園-遊戲場,信義區,松德路180巷8之1號對面,121.57313,25.03568,(02)27853819,,,,24小時,N,N,N,Y,Y,N,,直飲台
402,戶外,松德公園-遊戲場,信義區,"松德路180巷,興雅國中西側",121.57321,25.03561,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
403,戶外,象山公園-遊戲場,信義區,信義路五段150巷,121.57008,25.03031,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
404,戶外,眷村文化公園-遊戲場,信義區,"松勤路與莊敬路交口,信義國小西側",121.56249,25.03017,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
405,戶外,富台公園-遊戲場,信義區,"松信路,虎林街120巷交叉口",121.57225,25.04209,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
406,戶外,景勤1號公園-遊戲場,信義區,吳興街220巷59弄,121.56191,25.02687,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
407,戶外,景勤2號公園-遊戲場,信義區,嘉興街181巷21號對面,121.55852,25.02657,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
408,戶外,A3A4連通空橋,信義區,國泰置地廣場A3~新光三越A4館連通橋,121.567083,25.040139,(02)87913835,,,,24小時,N,N,N,N,N,N,,
409,戶外,A4A5連通空橋,信義區,新光三越A4館~貴婦百貨A5購物中心,121.567111,25.039528,(02)87913835,,,,24小時,N,N,N,N,N,N,,
410,戶外,新光松高空橋,信義區,新光三越A8~A4館跨松高路連通橋,121.567056,25.039083,(02)87913835,,,,24小時,N,N,N,N,N,N,,
411,戶外,A8A9連通空橋,信義區,新光三越A8館~A9館連通橋(二、三層),121.567,25.037611,(02)87913835,,,,24小時,N,N,N,N,N,N,,
412,戶外,A10連通空橋,信義區,信義區A10富邦人壽大樓,121.567167,25.037528,(02)87913835,,,,24小時,N,N,N,N,N,N,,
413,戶外,A9A11連通空橋,信義區,新光三越A9館~A11館連通橋(二、三層),121.566972,25.037111,(02)87913835,,,,24小時,N,N,N,N,N,N,,
414,戶外,A12松仁連通空橋,信義區,A12跨松仁路~國泰金融大樓連通橋,121.568306,25.037806,(02)87913835,,,,24小時,N,N,N,N,N,N,,
415,戶外,A13連通空橋,信義區,遠東百貨A13、寒舍艾美酒店連通橋(二、三層),121.568028,25.037444,(02)87913835,,,,24小時,N,N,N,N,N,N,,
416,戶外,A9A11連通空橋,信義區,松壽路9號、11號(三層),121.566944,25.036194,(02)87913835,,,,24小時,N,N,N,N,N,N,,
417,戶外,新光威秀空橋,信義區,華納影城A17~新光三越A9連通橋,121.567028,25.035833,(02)87913835,,,,24小時,N,N,N,N,N,N,,
418,戶外,A16A17連通空橋,信義區,華納威秀影城A16~17館,121.566889,25.0355,(02)87913835,,,,24小時,N,N,N,N,N,N,,
419,戶外,微風南山(東)空橋,信義區,微風南山東側跨越松壽路20巷,121.567444,25.03475,(02)87913835,,,,24小時,N,N,N,N,N,N,,
420,戶外,華納紐約空橋,信義區,松壽路12號ATT 4FUN信義店~松壽路18號威秀影城連通橋,121.566389,25.035056,(02)87913835,,,,24小時,N,N,N,N,N,N,,
421,戶外,微風南山(北)空橋,信義區,微風南山北側~華納威秀影城A16館跨越人行步道區,121.566417,25.034778,(02)87913835,,,,24小時,N,N,N,N,N,N,,
422,戶外,微風南山(西)空橋,信義區,微風南山西側~ATT 4fun跨越松智路,121.565806,25.03475,(02)87913835,,,,24小時,N,N,N,N,N,N,,
423,戶外,金融紐約空橋,信義區,臺北國際金融中心~微風南山廣場,121.565444,25.034583,(02)87913835,,,,24小時,N,N,N,N,N,N,,
424,戶外,金融君悅空橋,信義區,臺北國際金融中心~世貿展覽館一館(市府路A2號橋),121.563556,25.034556,(02)87913835,,,,24小時,N,N,N,N,N,N,,
425,戶外,金融世貿空橋,信義區,臺北國際金融中心~世貿展覽館一館(市府路A1號橋),121.563361,25.033722,(02)87913835,,,,24小時,N,N,N,N,N,N,,
426,戶外,松山高中人行天橋,信義區,基隆路一段、松隆路口,121.565944,25.043917,(02)87913835,,,,24小時,N,N,N,N,N,N,,
427,室內,臺北市市政大樓1樓北區廊道,信義區,信義區市府路1號,121.5646,25.0375,(02)27258617,,,,"8:00-19:00
(假日不開放﹚",N,Y,Y,N,Y,N,,
428,室內,臺北市市政大樓1樓中庭週邊空間(含充電區),信義區,信義區市府路1號,121.5646,25.0375,(02)27258617,,,,8:00-19:00,N,Y,Y,Y,Y,N,,
429,室內,臺北市市政大樓2樓親子劇場前休息區、低層棟南北通廊,信義區,信義區市府路1號,121.5646,25.0375,(02)27258617,,,,8:00-19:00,N,Y,Y,Y,Y,N,,
430,室內,臺北市市政大樓B2萊爾富便利超商前用餐區,信義區,信義區市府路1號,121.5646,25.0375,(02)27258617,,,,"8:00-19:00
(假日不開放﹚",N,Y,Y,Y,Y,N,,
431,室內,松山文創園區製菸工廠、倉庫、辦公廳舍,信義區,光復南路133號,25.043981,121.561333,(02)27651388,,,,依各展覽公告時間為主,N,Y,Y,Y,Y,N,,建築物開放時間8:00~22:00
432,室內,永吉市場,信義區,永吉路278巷1弄30號,121.57624,25.04501,(02)27582836,,,,6:00-12:00,Y,N,Y,N,N,N,,
433,室內,永春市場,信義區,松山路294號,121.57791,25.04321,(02)27695123,,,,7:00-18:00,Y,Y,Y,N,N,N,,
434,室內,光復市場,信義區,仁愛路四段496巷19號,121.56086,25.03654,(02)27586054,,,,6:00-12:00,N,Y,Y,N,N,N,,
435,室內,信義區行政中心,信義區,福德街86號9樓,121.58197,25.037222,(02)27239777,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
436,室內,信義公民會館,信義區,松勤街50號,121.563304,25.033425,(02)27237937,,,,"週二至週日9:00-17:00
(週一及國定假日休館)", ,Y,Y,Y,Y, ,,
437,室內,圖書館永春分館,信義區,松山路294號3-4樓,121.5774339,25.04405543,(02)27609730,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
438,室內,圖書館三興分館,信義區,吳興街156巷6號4-5樓,25.02919,121.56111,(02)87321063,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
439,室內,圖書館六合分館,信義區,松仁路240巷19號3-5樓,121.5687998,25.02448425,(02)27292485,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
440,室內,圖書館廣慈分館,信義區,信義區福德街86號3-4樓,121.582304,25.037883,(02)27277872,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",N,Y,Y,Y,Y,Y,地下室為廣慈信義行政中心停車場，有汽機車位，另有身心障礙專用車位與婦幼車位,國定假日、每月第一個星期四為休館日
441,戶外,廣慈社會住宅1區公共空間,信義區,大道路108號,121.5824,25.03944,(02)25925116,,,,24小時,N,N,N,N,N,N,,
442,戶外,廣慈社會住宅2區公共空間,信義區,福德街84巷50號,121.5814,25.03891,(02)25925116,,,,24小時,N,N,N,N,N,N,,
443,戶外,廣慈社會住宅3區公共空間,信義區,福德街84巷30號,121.5817,25.03848,(02)25925116,,,,24小時,N,N,N,N,N,N,,
444,室內,健康暨體適能便利站專區,信義區,褔德街86號11樓,121.5821623,25.03799323,(02)27234598,,,,8:30-17:30,Y,Y,Y,Y,Y,N,檢測及?教專區,
445,室內,聯合醫院信義門診部,信義區,大道路116號,121.582995,25.038746,(02)87804152,,,,8:30-16:30,N,Y,Y,Y,Y,Y,,"星期六
am08:30~
am11:30"
446,室內,信義運動中心,信義區,松勤街100號,121.5674225,25.03181513,(02)87861911,,,,6:00-22:00,Y,Y,Y,Y,Y,Y,,
447,室內,永春活力館,信義區,松山路342巷13號1樓,121.5777849,25.041512,(02)27565819,,,,9:00-21:00,N,Y,Y,N,Y,N,,
448,戶外,南港公園,南港區,東新街170之1號,121.59212,25.04566,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
449,戶外,南港公園-遊戲場,南港區,東新街170-1號,121.59212,25.04566,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
450,戶外,中研公園-遊戲場,南港區,研究路2段12巷58弄,121.61306,25.04669,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
451,戶外,中研公園-遊戲場,南港區,研究院路二段12巷58弄,121.61306,25.04669,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
452,戶外,新新公園-遊戲場,南港區,南港路三段109巷南側,121.589953,25.051372,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,,直飲台
453,戶外,玉成公園-遊戲場,南港區,中坡南路55號,121.58577,25.04276,(02)27853819,,,,24小時,N,N,Y,Y,Y,N,公園內設有戲水設施(水拱環、水道、島礁),直飲台
454,戶外,聯成公園-遊戲場,南港區,忠孝東路六段250巷1弄,121.58869,25.04836,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
455,戶外,東坡公園-遊戲場,南港區,東新街170巷5號後側,121.59731,25.04515,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
456,戶外,萬福公園-遊戲場,南港區,忠孝東路六段70巷10號對面,121.58445,25.04627,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
457,戶外,百福公園-遊戲場,南港區,福德街309巷19號對面,121.58803,25.03881,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
458,戶外,新勝公園-遊戲場,南港區,昆陽街152巷33號,121.59317,25.04885,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
459,戶外,合樂公園-遊戲場,南港區,玉成街,121.58169,25.04854,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
460,戶外,三重世貿公園-遊戲場,南港區,經貿二路106巷,121.61559,25.05806,(02)27853819,,,,24小時,N,N,N,Y,N,N,,
461,戶外,中信園區AC空橋,南港區,中信園區A棟~C棟2樓空橋,121.615472,25.058333,(02)87913835,,,,24小時,N,N,N,N,N,N,,
462,戶外,中信園區(南)空橋,南港區,中國信託園區往南跨越經貿二路106巷、88巷,121.615437,25.058181,(02)87913835,,,,24小時,N,N,N,N,N,N,,
463,戶外,中信園區(北)空橋,南港區,中國信託園區往北跨越經貿二路,121.615345,25.059897,(02)87913835,,,,24小時,N,N,N,N,N,N,,
464,戶外,中信園區AB空橋,南港區,中信園區A棟~B棟3樓空橋,121.615583,25.059361,(02)87913835,,,,24小時,N,N,N,N,N,N,,
465,戶外,南港機廠橋,南港區,台灣人壽商辦大樓與捷運內湖機廠連通天橋(跨越經貿一路),121.618917,25.059889,(02)87913835,,,,24小時,N,N,N,N,N,N,,
466,戶外,南港立體連通平台,南港區,忠孝東路七段265巷(跨市民大道八段),121.603276,25.052258,(02)87913835,,,,24小時,N,N,N,N,N,N,,
467,戶外,南港立體連通平台附屬綠化設施(南港綠廊),南港區,臺北市南港區市民大道八段,121.602268,25.052188,(02)87913835,,,,24小時,N,N,Y,Y,N,N,,
468,室內,臺北流行音樂中心文化館,南港區,忠孝東路七段99號,25.598,121.6,(02)27886620,,,,每週二–週日，10:00-18:00,N,Y,Y,Y,Y,N,,週一休館
469,室內,中研市場,南港區,研究院路二段70巷12號,121.61492,25.04577,(02)27823222,,,,6:00-13:00,N,Y,Y,N,Y,N,,
470,室內,成德市場,南港區,同德路100號1樓,121.58687,25.04634,(02)27852884,,,,6:00-14:00,Y,Y,Y,N,N,N,,
471,室內,南港區行政中心,南港區,南港路一段360號2樓、8樓,121.60673,25.05469,(02)27831343,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
472,室內,北原會館1樓交誼廳,南港區,向陽路49號,121.59448,25.05397,(02)27828740,,,,"周一~周五9:00-21:00
週六日
9:00-17:00",Y,Y,Y,Y,Y,N,,
473,室內,圖書館南港分館,南港區,南港路一段350號1-3樓,121.6080457,25.05512113,(02)27825232,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
474,室內,圖書館舊莊分館,南港區,舊莊街一段91巷11號2-5樓,121.61946,25.04148,(02)27837212,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
475,室內,龍華民眾閱覽室,南港區,東新街63巷8號1-2樓,121.5870298,25.04779898,(02)27851740,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,Y,,國定假日、每月第一個星期四為休館日
476,室內,親子美育數位館,南港區,研究院路二段61巷15號,121.617248,25.044633,(02)26518163,,,,"週一~週日:
9:00-17:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
477,室內,南港茶葉製造示範場,南港區,臺北市南港區舊莊街2段336號,121.66403,25.027424,(02)26548026,,,,"周二至周日
9:00-17:00
(春節期間另行公告)","Y
(部分區域)",N,Y,Y,Y,N,,
478,戶外,東明社會住宅公共空間,南港區,南港路二段60巷17號,121.6039,25.05435,(02)25925116,,,,24小時,N,N,N,N,N,N,,
479,戶外,中南社會住宅公共空間,南港區,舊莊街一段3巷42號,121.619,25.04282,(02)25925116,,,,24小時,N,N,N,N,N,N,,
480,戶外,小彎社會住宅公共空間,南港區,向陽路248號,121.5936,25.05763,(02)25925116,,,,24小時,N,N,N,N,N,N,,
481,室內,南港運動中心,南港區,玉成街69號,121.578936,25.052831,(02)26532279,,,,6:00-22:00,Y,Y,Y,Y,Y,N,,整修中
482,室內,極限運動訓練中心,南港區,忠孝東路七段382號,121.6077271,25.05204533,(02)27890001,,,,9:00-21:00,N,Y,Y,Y,Y,Y,,
